timestamp,bid,ask,low,close,volume,symbol
2024-01-19 05:27:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:28:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:29:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:30:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:31:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:32:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:33:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:34:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:35:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:36:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:37:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:38:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:39:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:40:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:41:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:42:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:43:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:44:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:45:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:46:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:47:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:48:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:49:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:50:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:51:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:52:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:53:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:54:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:55:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:56:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:57:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:58:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 05:59:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:00:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:01:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:02:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:03:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:04:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:05:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:06:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:07:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:08:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:09:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:10:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:11:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:12:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:13:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:14:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:15:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:16:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:17:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:18:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:19:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:20:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:21:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:22:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:23:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:24:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:25:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:26:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:27:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:28:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:29:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:30:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:31:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:32:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:33:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:34:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:35:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:36:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:37:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:38:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:39:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.2,ADA/BTC
2024-01-19 06:40:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:41:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:42:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:43:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:44:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:45:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:46:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:47:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:48:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:49:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:50:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:51:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:52:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:53:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:54:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:55:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:56:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:57:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:58:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 06:59:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:00:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:01:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:02:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:03:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:04:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:05:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:06:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:07:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:08:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:09:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:10:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:11:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:12:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:13:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:14:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:15:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:16:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:17:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:18:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:19:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:20:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:21:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:22:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:23:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:24:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:25:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:26:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:27:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:28:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:29:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:30:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:31:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:32:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:33:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:34:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:35:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:36:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:37:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:38:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:39:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:40:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:41:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:42:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:43:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:44:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:45:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:46:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:47:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:48:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:49:00,1.205e-05,1.205e-05,1.205e-05,1.205e-05,0.0,ADA/BTC
2024-01-19 07:50:00,1.211e-05,1.211e-05,1.211e-05,1.211e-05,179.2,ADA/BTC
2024-01-19 07:51:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,176.2,ADA/BTC
2024-01-19 07:52:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:53:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:54:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:55:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:56:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:57:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:58:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 07:59:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:00:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:01:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:02:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:03:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:04:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:05:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:06:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:07:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:08:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:09:00,1.215e-05,1.215e-05,1.215e-05,1.215e-05,0.0,ADA/BTC
2024-01-19 08:10:00,1.215e-05,1.215e-05,1.198e-05,1.198e-05,220.3,ADA/BTC
2024-01-19 08:11:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:12:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:13:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:14:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:15:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:16:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:17:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:18:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:19:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:20:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:21:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:22:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:23:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:24:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:25:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:26:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:27:00,1.198e-05,1.198e-05,1.198e-05,1.198e-05,0.0,ADA/BTC
2024-01-19 08:28:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,1014.7,ADA/BTC
2024-01-19 08:29:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:30:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:31:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:32:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:33:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:34:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:35:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:36:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:37:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:38:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:39:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:40:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:41:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:42:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:43:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:44:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:45:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:46:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:47:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:48:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:49:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:50:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:51:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:52:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:53:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:54:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:55:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:56:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:57:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:58:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 08:59:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:00:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:01:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,3234.0,ADA/BTC
2024-01-19 09:02:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:03:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:04:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:05:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:06:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:07:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:08:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:09:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:10:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:11:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:12:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:13:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:14:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:15:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:16:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:17:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:18:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:19:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:20:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:21:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:22:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:23:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:24:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:25:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:26:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:27:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:28:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:29:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:30:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:31:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:32:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:33:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:34:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:35:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:36:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:37:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:38:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:39:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:40:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:41:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:42:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:43:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:44:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:45:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:46:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:47:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:48:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
2024-01-19 09:49:00,1.206e-05,1.206e-05,1.206e-05,1.206e-05,0.0,ADA/BTC
